month,day,FFMC,DMC,DC,ISI,Temperature,RH,wind,rain,outcome
7,10,66.6,6,9.3,1.1,33,69,0.5,0.7,0
7,11,81.1,8.1,18.7,2.6,33,76,2.2,0,0
7,12,75.1,7.9,27.7,1.5,31,75,0.9,0.1,0
7,13,81.8,9.7,37.2,3,34,81,3.4,0,0
7,14,73.9,7.8,22.9,1.4,34,61,0.8,0.6,0
7,15,60.7,5.2,17,1.1,30,80,0.5,0.4,0
7,16,72.6,7,25.5,0.7,28,76,0.4,0,0
7,17,82.8,9.4,34.1,3.2,29,70,3.6,0,1
7,18,85.4,12.1,43.1,4.6,31,68,6,0,1
7,19,88.1,12,52.8,7.7,35,59,10.9,0,1
7,20,81.4,12.3,62.1,2.8,33,65,4,0.1,1
7,21,85.4,18.5,71.5,5.2,33,70,8.8,0,1
7,22,73.4,16.4,79.9,1.8,28,79,2.8,0.1,0
7,23,68.2,10.5,71.3,1.8,27,66,2.1,0.4,0
7,24,70,9.6,79.7,1.4,28,78,1.3,0.1,0
7,25,84.3,12.5,88.7,4.8,31,65,7.3,0,1
7,26,89.2,17.1,98.6,10,36,53,15.3,0,1
7,27,90.3,22.2,108.5,8.7,36,48,15.3,0,1
7,28,86.5,24.4,117.8,5.6,33,76,11.3,0,1
7,29,86.6,26.7,127,5.6,32,73,11.9,0,1
7,30,85.4,28.5,136,4.7,31,79,10.7,0,1
7,31,87.2,31.9,145.7,6.8,35,64,15.7,0,1
8,1,78.8,4.8,10.2,2,36,45,0.9,0,0
8,2,78,5.8,10,1.7,35,55,0.8,0.4,0
8,3,76.6,5.7,10,1.7,35,63,0.8,0.3,0
8,4,85,8.2,19.8,4,34,69,3.9,0,1
8,5,86.8,11.1,29.7,5.2,34,65,6.1,0,1
8,6,86.4,13,39.1,5.2,32,75,6.8,0,1
8,7,86.5,15.5,48.6,5.5,32,69,8,0,1
8,8,77.1,11.3,47,2.2,32,60,2.6,0.3,0
8,9,87.4,14.8,57,6.9,35,59,9.9,0,1
8,10,88.9,18.6,67,7.4,35,55,11.6,0,1
8,11,88.9,21.7,77,7.1,35,63,12.1,0,1
8,12,81.3,15.6,75.1,2.5,35,51,4.2,0.3,0
8,13,87,19,85.1,5.9,35,63,10.2,0,1
8,14,87,21.7,94.7,5.7,33,66,10.6,0,1
8,15,82.4,15.6,92.5,3.7,36,55,6.3,0.3,1
8,16,80.2,11.7,90.4,2.8,36,61,4.2,0.3,1
8,17,89.3,16,100.7,9.7,37,52,14.6,0,1
8,18,89.4,20,110.9,9.7,36,54,16.1,0,1
8,19,89.4,23.2,120.9,9.7,35,62,17.2,0,1
8,20,88.3,25.9,130.6,8.8,35,68,16.8,0,1
8,21,88.6,29.6,141.1,9.2,36,58,18.4,0,1
8,22,89.1,33.5,151.3,9.9,36,55,20.4,0,1
8,23,89.5,37.6,161.5,10.4,36,53,22.3,0,1
8,24,88.9,40.5,171.3,9,34,64,20.9,0,1
8,25,88.9,43.9,181.3,8.2,35,60,20.3,0,1
8,26,85.8,45.6,190.6,4.7,31,78,13.7,0,1
8,27,84.9,47,200.2,4.4,33,82,13.2,0,1
8,28,89.4,50.2,210.4,7.3,34,64,19.9,0,1
8,29,90.1,54.2,220.4,12.5,35,48,30.2,0,1
8,30,72.7,25.2,180.4,1.7,35,70,4.2,0.8,0
8,31,52.5,8.7,8.7,0.6,28,80,0.3,16.8,0
9,1,46,1.3,7.5,0.2,25,76,0.1,7.2,0
9,2,30.5,0.7,7,0,22,86,0,10.1,0
9,3,42.6,1.2,7.5,0.1,25,78,0,3.8,0
9,4,68.4,1.9,15.7,1.4,29,73,0.5,0.1,0
9,5,80.8,3.4,24,2.8,29,75,1.7,0,1
9,6,75.8,3.6,32.2,2.1,29,74,0.9,0.1,0
9,7,69.6,3.2,30.1,1.5,31,71,0.6,0.3,0
9,8,62,2.6,8.4,1.1,30,73,0.4,0.9,0
9,9,56.1,2.1,8.4,0.7,30,77,0.2,1,0
9,10,59.9,2.2,8.9,0.7,33,73,0.3,1.8,0
9,11,58.5,1.9,8.4,1.1,30,77,0.3,1.8,0
9,12,71,2.6,16.6,1.2,29,88,0.5,0,0
9,13,40.9,1.3,7.5,0.1,25,86,0,4.6,0
9,14,47.4,1.1,7,0.4,22,76,0.1,8.3,0
9,15,44.9,0.9,7.3,0.2,24,82,0,0.4,0
9,16,78.1,3.2,15.7,1.9,30,65,0.8,0,0
9,17,87.7,6.4,24.3,6.2,31,52,5.9,0,1
9,18,89.4,9.8,33.1,6.8,32,49,7.7,0,1
9,19,89.3,12.5,41.3,7.8,29,57,9.7,0,1
9,20,83.8,13.5,49.3,4.5,28,84,6.3,0,1
9,21,87.8,16.5,57.9,5.4,31,55,8.3,0,1
9,22,77.8,10.6,41.4,2.4,31,50,2.8,0.6,0
9,23,73.7,7.9,30.4,1.2,32,54,0.7,0.5,0
9,24,68.3,5.5,15.2,1.5,29,65,0.7,0.6,0
9,25,48.6,3,7.7,0.4,26,81,0.1,5.8,0
9,26,82,6,16.3,2.5,31,54,1.7,0,0
9,27,85.7,8.3,24.9,4,31,66,4.1,0,1
9,28,77.5,7.1,8.8,1.8,32,47,0.9,0.7,0
9,29,47.4,2.9,7.7,0.3,26,80,0.1,1.8,0
9,30,45,1.9,7.5,0.2,25,78,0.1,1.4,0
6,1,57.1,2.5,8.2,0.6,32,71,0.2,0.7,0
6,2,55.7,2.7,7.8,0.6,30,73,0.2,4,0
6,3,48.7,2.2,7.6,0.3,29,80,0.1,2,0
6,4,79.4,5.2,15.4,2.2,30,64,1,0,0
6,5,77.1,6,17.6,1.8,32,60,0.9,0.2,0
6,6,83.7,8.4,26.3,3.1,35,54,3.1,0.1,1
6,7,85.6,9.9,28.9,5.4,35,44,6,0.2,1
6,8,71.4,7.7,7.4,1.5,28,51,0.8,1.3,0
6,9,78.1,8.5,14.7,2.4,27,59,1.9,0.1,0
6,10,89.4,13.3,22.5,8.4,30,41,10,0,1
6,11,90.6,18.2,30.5,13.4,31,42,16.7,0,1
6,12,88.9,21.3,37.8,8.7,27,58,12.9,0,1
6,13,72.3,11.4,7.8,1.4,30,52,0.9,2,0
6,14,53.4,6.4,7.3,0.5,27,79,0.3,0.7,0
6,15,66.8,7.2,14.7,1.2,28,90,0.6,0,0
6,16,47.4,4.2,8,0.2,29,87,0.1,0.4,0
6,17,62.2,3.9,8,1.1,31,69,0.4,4.7,0
6,18,65.5,4.6,8.3,0.9,33,62,0.4,8.7,0
6,19,64.6,4.4,8.2,1,32,67,0.4,4.5,0
6,20,60.2,3.8,8,0.8,31,72,0.3,0.2,0
6,21,86.2,8.3,18.4,5,32,55,4.9,0,1
6,22,78.3,8.1,8.3,1.9,33,46,1.2,1.1,0
6,23,74.2,7,8.3,1.6,33,59,0.8,0.8,0
6,24,85.3,10,17,4.9,35,68,5.3,0,1
6,25,86,12.8,25.6,5.4,34,70,6.7,0,1
6,26,87.8,16.5,34.5,7,36,62,9.5,0,1
6,27,89.1,20.9,43.3,8,36,55,12,0,1
6,28,92.5,27.2,52.4,11.7,37,37,18.4,0,1
6,29,86.2,17.9,36.7,4.8,37,36,7.2,0.6,1
6,30,79.7,12,8.5,2.2,34,42,2.2,1.7,0
7,1,63.7,3.2,8.5,1.2,28,58,0.5,2.2,0
7,2,87.6,7.9,17.8,6.8,33,48,6.4,0,1
7,3,84.7,9.7,27.3,4.7,34,56,5.2,0.1,1
7,4,88,13.6,36.8,8,34,58,9.9,0,1
7,5,90.5,18.7,46.4,11.3,34,45,15,0,1
7,6,84.7,15.5,45.1,4.3,35,42,6.3,0.3,1
7,7,85,13,35.4,4.1,38,43,5.2,0.5,1
7,8,80.8,9.8,9.7,3.1,35,47,3,6,1
7,9,82.3,9.4,9.9,3.2,36,43,3.1,1.9,1
7,10,77.5,8,9.5,2,34,51,1.3,3.8,0
7,11,74.8,7.1,9.5,1.6,34,56,0.8,2.9,0
7,12,90.1,12.6,19.4,8.3,36,44,9.6,0,1
7,13,85.2,11.3,10.4,4.2,39,45,4.7,0.6,1
7,15,90.5,18,24.1,10.9,34,45,14.1,0,1
7,16,84.5,19.4,33.1,4.7,31,83,7.3,0,1
7,17,84.6,21.1,42.3,4.7,32,81,7.7,0,1
7,18,86.1,23.9,51.6,5.2,33,68,9.1,0,1
7,19,88.1,27.8,61.1,7.3,34,58,13,0,1
7,20,89.9,32.7,71,9.5,36,50,17.3,0,1
7,21,93.9,39.6,80.6,18.5,36,29,30,0,1
7,22,91.5,44.2,90.1,13.2,32,48,25.4,0,1
7,23,87.3,46.6,99,6.9,31,71,16.3,0,1
7,24,72.8,20.9,56.6,1.6,33,63,2.5,1.1,0
7,25,73.8,11.7,15.9,1.1,39,64,0.7,1.2,0
7,26,78.3,10.8,19.7,1.6,35,58,1,0.2,0
7,27,80,11.8,28.3,2.8,29,87,3.2,0,0
7,28,87.5,15.7,37.6,6.7,33,57,9,0,1
7,29,88.1,19.5,47.2,7.4,34,59,10.9,0,1
7,30,88.9,23.8,57.1,8.2,36,56,13.2,0,1
7,31,89.3,28.3,67.2,8.3,37,55,14.5,0,1
8,1,78.3,4.4,10.5,2,38,52,0.8,0,0
8,2,93.3,10.8,21.4,13.8,40,34,13.5,0,1
8,3,93.7,17.1,32.1,17.2,39,33,19.5,0,1
8,4,93.8,23,42.7,15.7,38,35,20.9,0,1
8,5,88.3,23.6,52.5,19,34,42,12.6,0.1,1
8,6,70.5,11,9.1,1.3,30,54,0.8,3.1,0
8,7,69.7,7.2,9.8,1.2,34,63,0.6,2.9,0
8,8,87.4,11.2,20.2,5.2,37,56,5.9,0,1
8,9,91.7,16.5,30.9,9.6,39,43,12.7,0,1
8,10,89.3,15.8,35.4,8.2,39,39,10.7,0.2,1
8,11,94.2,22.5,46.3,16.6,40,31,21.6,0,1
8,12,93,18.4,41.5,15.5,39,21,18.8,0.4,1
8,13,88.3,16.9,45.1,7.5,35,34,10.5,0.2,1
8,14,91.9,22.3,55.5,10.8,37,40,15.7,0,1
8,15,83.9,16.9,54.2,3.5,35,46,5.5,0.3,1
8,16,92,22.6,65.1,9.5,40,41,14.8,0.1,1
8,17,96,30.3,76.4,15.7,42,24,24,0,1
8,18,94.3,35.9,86.8,16,37,37,26.3,0,1
8,19,82.7,32.7,96.8,3.3,35,66,7.7,0.1,1
8,20,83.7,34.4,107,3.8,36,81,9,0,1
8,21,86,36.9,117.1,5.1,36,71,12.2,0,1
8,22,89.5,41.1,127.5,8,37,53,18.1,0,1
8,23,91.2,46.1,137.7,11.5,36,43,24.5,0,1
8,24,92.1,51.3,147.7,12.2,35,38,26.9,0,1
8,25,92.1,56.3,157.5,14.3,34,40,31.1,0,1
8,26,92.2,61.3,167.2,13.1,33,37,30.3,0,1
8,27,91,65.9,177.3,10,36,54,26.1,0,1
8,28,79.2,37,166,2.1,35,56,6.1,0.4,0
8,29,80.2,20.7,149.2,2.7,35,53,5.9,0.5,1
8,30,89.2,24.8,159.1,8.1,34,49,16,0,1
8,31,89.1,27.8,168.2,9.8,30,59,19.4,0,1
9,1,37.9,0.9,8.2,0.1,29,86,0,0,0
9,2,75.4,2.9,16.3,2,28,67,0.8,0,0
9,3,82.2,4.4,24.3,3.3,28,75,2.5,0,1
9,4,73.5,4.1,26.6,1.5,30,66,0.7,0.2,0
9,5,66.1,4,8.4,1,30,58,0.4,4.1,0
9,6,64.5,3.3,9.1,1,34,71,0.4,6.5,0
9,7,83.3,5.8,17.7,3.8,31,62,3.2,0,1
9,8,82.5,6.6,26.1,3,30,88,2.7,0,1
9,9,83.1,7.9,34.5,3.5,30,80,3.7,0,1
9,10,59.5,4.7,8.2,0.8,29,74,0.3,1.1,0
9,11,79.2,6.5,16.6,2.1,30,73,1.2,0,0
9,12,84.2,8.3,25.2,3.8,31,72,3.9,0,1
9,13,88.6,11.5,33.4,9.1,29,49,10.3,0,1
9,14,84.6,12.6,41.5,4.3,28,81,5.7,0,1
9,15,88.7,16,50.2,6.9,32,51,9.8,0,1
9,16,93.9,21.2,59.2,14.2,33,26,19.3,0,1
9,17,92.5,25.2,63.3,11.2,34,44,17.5,0,1
9,18,90.6,25.8,77.8,9,36,33,15.4,0.1,1
9,19,83.9,24.9,86,2.7,29,41,5.6,0.1,1
9,20,79.5,18.7,88,2.1,34,58,3.8,0.2,0
9,21,92.2,23.6,97.3,13.8,35,34,21.6,0,1
9,22,88.9,26.1,106.3,7.1,33,64,13.7,0,1
9,23,89,29.4,115.6,7.5,35,56,15.2,0,1
9,24,61.3,11.9,28.1,0.6,26,49,0.4,2,0
9,25,79.9,13.8,36.1,2.4,28,70,3,0,0
9,26,85.4,16,44.5,4.5,30,65,6.5,0,1
9,27,41.1,6.5,8,0.1,28,87,0,4.4,0
9,28,45.9,3.5,7.9,0.4,27,87,0.2,0.5,0
9,29,79.7,4.3,15.2,1.7,24,54,0.7,0.1,0
9,30,67.3,3.8,16.5,1.2,24,64,0.5,0.2,0
